1,2,3,4,5,6,7,8,9,10
891,5.21199E+16,-2998,34712997,-250009,7889994,10000022,5.48519E+15,-100007,101
892,5211995,-3003,34712992,-250002,7.88999E+15,9999982,5.4852E+16,-100017,64
893,5.21199E+16,-3.012E+16,34712985,-249995,78.9,10000004,5485195,-9.9994E+15,8
894,5211997,-2.993E+16,34713001,-250008,788999,9.99999E+15,548519,-1.0,72
895,5212004,-3015,34712994,-249985,7889993,9999999,5485185,-9.9996E+15,85
896,5212008,-3007,34712968,-2.49996E+16,7889998,10000005,5.48521E+16,-9999,-155
897,5211993,-2.991E+16,3.4713E+16,-250006,7889998,9999993,5485204,-1.0,-1.42E+16
898,521201,-3.006E+16,34712994,-249993,7889969,10000005,5485187,-99989,-151
899,5211994,-2.996E+16,3.4713E+16,-249999,7889994,9999999,5.48521E+15,-1.0,-17
900,5.272E+16,-2.991E+16,34712984,-250012,7.88999E+15,9.99999E+15,5.48522E+16,-100003,-17
901,5272005,-2997,34712981,-250006,7890003,1E+16,5.48519E+16,-100005,-159
902,5.27201E+15,-3,34712975,-2.49997E+16,7889992,10000015,5.48518E+16,-9.9988E+15,-151
903,5052004,-2997,3.4713E+16,-249992,7889997,9999999,5485193,-100004,-145
904,5051997,-2.989E+16,34712989,-250013,78.9,9999996,5.48518E+16,-99985,-1.38E+16
905,5052025,-2997,34712993,-249998,7890005,9999996,5485196,-100007,-1.69E+16
906,5052001,-3009,34713004,-250011,7889992,9.99999E+15,5485207,-100014,-14
907,5052005,-2.993E+16,3471301,-250007,7889999,10000005,5485191,-9.9996E+15,-172
908,5051988,-3.012E+16,3.4713E+16,-250013,789001,10000001,5485195,-100006,-1.67E+16
909,5052025,-2985,34712995,-250012,7889984,10000004,548518,-1.0,-16
910,5051996,-3005,3471301,-249991,78.9,9999981,5.48519E+15,-100011,-165
911,5052005,-301,34713001,-250006,7890001,9999996,5.48521E+15,-1.00002E+16,-144
912,505198,-3005,34712995,-1.2E+16,78.9,10000005,5485181,-1.0,-135
913,5052005,-3003,34712995,1.00E-05,7890003,1000002,5.48521E+15,-9.9981E+15,-165
914,5051988,-3.001E+16,3.4713E+16,-4.00E-05,7889997,9999996,5.48521E+16,-99995,-173
915,5052009,-3.002E+16,34712979,-1.2E+16,7.88998E+15,1E+16,54852,-99989,-149
916,5051995,-3007,34712994,-5.00E-05,7890002,9999996,5485194,-100005,-158
917,5219985,-2988,34712981,-1.00E-05,7889997,9999985,5.48519E+16,-99998,-1.52E+16
918,5219999,-2.991E+16,34712995,-8.00E-05,7889989,10000005,5485194,-1.0,-17
919,5219996,-2.989E+16,34712998,16,7890007,9999984,5485201,-100006,-1.53E+16
920,5219999,-3.012E+16,34712984,-9.00E-05,7890004,1000001,5.48521E+16,-100035,-17
921,5019983,-3.002E+16,34712994,1,7.88999E+15,9999988,5.4852E+16,-100006,-172
922,502001,-3.006E+16,34712978,11,7890001,1E+16,5.48521E+15,-1.00008E+16,-1.78E+16
923,5019984,-2.994E+16,34712966,-1,7.88997E+15,9999999,5.4852E+16,-99997,-1.52E+16
924,5019999,-2.994E+16,34712985,-2.00E-05,7890005,9.99999E+15,5.48518E+16,-9.9994E+15,-149
925,5020001,-3009,34712982,6.00E+11,7889994,9999986,5485199,-9.9999E+15,-156
926,5020001,-2999,34712996,1.00E-05,788998,9999988,5485201,-99992,-1.63E+16
927,5.01999E+16,-3.004E+16,34712996,5.00E-05,7890018,9.99999E+15,548519,-1.0,-1.67E+16
928,5020015,-2999,34712985,15,7890013,9999979,5.48519E+16,-99984,-175
929,5020013,-3003,3.4713E+16,-2.00E-05,789002,9.99999E+15,5.48521E+15,-1.00008E+16,-155
930,5.02001E+16,-2.996E+16,34712972,-1,7890002,10000012,5485207,-99989,-172
931,50.2,-2988,34712986,22,7.89003E+15,9.99999E+15,5485175,-100006,-159
932,5019999,-2.994E+16,34712998,4.00E-05,7889997,1E+16,5485227,-9999,-157
933,5019989,-2992,34712989,4.00E-05,7890013,9999995,5485213,-1.00018E+16,-186
934,5020005,-302,34712995,22,7890006,999998,5.48518E+16,-100014,-161
935,5019996,-2.991E+16,34712989,6.00E+11,7.89001E+15,9999976,5.4852E+16,-9.9991E+15,-1.71E+16
936,5020008,-301,3.4713E+16,6.00E+11,7.88998E+15,9999983,548521,-100005,-1.36E+16
937,5019995,-2999,34713001,8.00E-05,7890001,999998,548519,-9.9983E+15,-164
938,4820001,-2986,34712981,-5.00E-05,7890002,10000009,5485204,-1.0,-1.54E+16
939,481998,-3.004E+16,34712986,-4.00E-05,7890002,1E+16,5485179,-9.9996E+15,-1.54E+16
940,4819983,-2998,3471298,-7.00E-05,7890005,10000007,5485193,-100001,-17
941,4.81999E+16,-301,34712986,3.00E+11,7889989,10000001,5.48519E+15,-9.9996E+15,-165
942,4820008,-2998,34713004,-2.00E-05,7890008,9999996,548519,-99998,-151
943,4820001,-2995,3.4713E+16,16,7890002,1E+16,5.4852E+16,-99995,-1.63E+16
944,4819996,-3005,3.4713E+16,-4.00E-05,7889996,1E+16,5485207,-99989,-158
945,4820008,-2999,34713003,-25,7890003,9999996,5485195,-99975,-168
946,4820006,-2984,34713001,-25,7890012,10000001,5.48521E+16,-99997,-1.69E+16
947,4819986,-3022,34713,1,7.88998E+15,10000001,5485205,-1.00018E+16,-1.54E+16
948,4.82001E+16,-3.004E+16,34713,-15,7.88999E+15,10000005,5485182,-9.9978E+15,-1.53E+16
949,4820013,-3009,34713005,-11,7889993,10000024,5.48519E+15,-99987,-1.66E+16
950,4820009,-3003,3.4713E+16,-9.00E-05,7889993,10000005,548521,-9999,-161
951,4.81999E+16,-2.996E+16,34712979,-5.00E-05,789001,1E+16,5485204,-9.9988E+15,-161
952,4820002,-3.004E+16,34713004,-6.00E+11,7890007,9999995,5.48519E+16,-100017,-158
953,4951999,-3005,34712981,-9.00E-05,789001,1E+16,5.48519E+16,-99998,-1.63E+16
954,495199,-3005,34713005,-1.00E-05,7890006,100.0,5.48519E+16,-100009,-157
955,4951998,-2.993E+16,34712997,5.00E-05,7890003,9999977,5.48521E+16,-100006,-168
956,4951984,-3.001E+16,34712998,-5.00E-05,7890011,9999987,5.47798E+15,-100007,-1.52E+16
957,4951999,-3009,34712998,1.00E-05,7890007,1E+16,5477994,-99984,-168
958,4952016,-3005,34712993,-1.3E+16,7889992,9999979,5477985,-9.9986E+15,-1.42E+16
959,4951993,-2.996E+16,34712972,7.00E-05,7.89002E+15,1E+16,5.478E+16,-9.9999E+15,-182
960,4952001,-3.012E+16,34713005,-1.00E-05,7890001,1E+16,5477998,-1.0,-1.66E+16
961,4951996,-3.001E+16,34712991,-11,7889993,1E+16,5.478E+15,-100003,-186
962,4952015,-2997,3.4713E+16,1.2E+16,7890009,10000005,5.47801E+16,-100013,-161
963,4951992,-3.019E+16,34712982,-8.00E-05,7.88998E+15,9999995,5478021,-1.00008E+16,-16
964,4.95199E+16,-2.996E+16,34712989,8.00E-05,7889996,1000001,547799,-9.9986E+15,-1.54E+16
965,4952,-2.996E+16,34712994,-5.00E-05,7889999,10000007,5477991,-100003,-1.54E+16
966,4952005,-3.018E+16,34712973,2.00E-05,7890005,9999988,5478006,-9999,-159
967,495199,-3.002E+16,34712998,1.2E+16,7889996,9.99999E+15,5477994,-100014,-131
968,4951979,-3.006E+16,3.4713E+16,2.00E-05,788999,1E+16,5478005,-100003,-164
969,495201,-3007,34712984,-6.00E+11,7890002,9999999,5.478E+16,-99987,-157
970,4.95201E+16,-3.014E+16,34713,-21,7884017,100.0,5478,-100003,-1.71E+16
971,495201,-3011,3.4713E+16,1.3E+16,7883994,9999993,5478,-99974,-158
972,4952005,-2.994E+16,3.4713E+16,-3.00E+11,7884005,10000016,5478011,-9.9996E+15,-165
973,4952009,-2992,34712995,16,788401,1E+16,547799,-100001,-1.42E+16
974,4952001,-3.001E+16,34712992,3.00E+11,7.884E+15,9999999,5.47799E+15,-100015,-157
975,5083987,-301,34712996,-6.00E+11,7883989,1E+16,5478005,-9.9973E+15,-149
976,5084005,-2995,34712996,-4.00E-05,7.88398E+15,1E+16,5478001,-99989,-157
977,5.08399E+16,-2998,3.4713E+16,11,7884008,1000001,5477997,-9999,-1.63E+16
978,5084008,-3005,3.4713E+16,1.00E-05,7884002,1E+16,5.478E+15,-100006,-182
979,5083987,-2982,3.4713E+16,-1.9E+16,7.884E+15,10000001,5478001,-100003,-162
980,5084003,-3003,3.4713E+16,-0.0,7883978,10000012,5.47799E+16,-100001,-1.69E+16
981,5083984,-3011,3471299,1.00E-05,7884016,1E+16,5.47801E+16,-1.0,-159
982,5084015,-3.001E+16,3.4713E+16,1.7E+16,7884004,9999995,5.478E+16,-99992,-1.69E+16
983,5083998,-3003,34713001,2.00E-05,7884007,10000004,5.47799E+15,-99995,-1.53E+16
984,5.08399E+16,-3,3471298,-11,7.884E+15,1E+16,5.47799E+15,-100004,-1.63E+16
985,5084006,-2995,3471298,-0.0,7.88399E+15,9999991,5477985,-9.9994E+15,-143
986,5083992,-2.991E+16,3.4713E+16,2.00E-05,7883995,10000009,5478004,-1.0,-148
987,5083996,-2.996E+16,3471297,-1.7E+16,7884004,1000001,5478011,-10001,-168
988,5083998,-2.977E+16,34712985,-3.00E+11,7884007,9999988,5.478E+15,-100001,-168
989,5084002,-2985,34712993,-1.2E+16,7884016,10000007,5477991,-99987,-155
990,5084002,-3.001E+16,34712992,-8.00E-05,7.884E+15,9.99999E+15,5.47799E+16,-100003,-157
991,5084008,-3009,34713,5.00E-05,7884009,9.99999E+15,5477984,-9.9999E+15,-1.74E+16
992,5084012,-2.993E+16,34712981,1,7.884E+15,10000017,5478,-100005,-144
993,5083987,-2.991E+16,3471297,-3.00E+11,7883981,10000004,5.47801E+16,-1.0,-1.66E+16
994,5084004,-2.994E+16,34712995,-1,788401,9999999,5.47802E+16,-99998,-161
995,5083983,-3003,34713003,-5.00E-05,7883995,9999985,5478026,-100001,-146
996,490001,-3.008E+16,34712985,9.00E-05,7884006,9999982,5477992,-99987,-176
997,4899981,-2995,34712978,3.00E+11,7883997,1E+16,5.47799E+15,-100015,-172
998,4899995,-2.994E+16,34713001,-6.00E+11,7883986,10000005,5.47799E+16,-1.00012E+16,-17
999,4.9E+16,-2.994E+16,34676995,4.00E-05,7883995,9.99999E+15,5478017,-99997,-1.67E+16
1000,4899998,-3003,34676996,-7.00E-05,7883984,9999977,5478,-99992,-146
1001,4899993,-3.012E+16,3.4677E+16,1.00E-05,7883991,1E+16,5477997,-9.9981E+15,-173
1002,4899984,-2985,34676976,-2,7.88399E+15,1E+16,5.47801E+16,-100004,-1.63E+16
1003,489999,-2997,34677018,-14,788399,9999993,5478011,-100011,-147
1004,4.9E+16,-2.989E+16,34677022,-2.00E-05,7884017,9999999,5.478E+16,-9.9991E+15,-176
1005,4.9E+16,-301,3.4677E+16,7.00E-05,7.88399E+15,9999995,5478009,-100009,-1.69E+16
1006,4.9E+16,-3.004E+16,34676999,8.00E-05,7.884E+15,10000001,5478005,-99995,-147
1007,4899995,-2997,34677001,6.00E+11,7883986,1E+16,5.478E+16,-99985,-164
1008,4900006,-2.991E+16,34677008,-0.0,7884006,9999999,5.47799E+15,-9.9999E+15,-165
1009,490001,-3.018E+16,3.4677E+16,-0.0,7884011,9999988,5.478E+16,-100006,-1.63E+16
1010,4.9E+16,-2.989E+16,34677017,1,788399,10000015,5478005,-9.9993E+15,-151
1011,4.89998E+16,-299,34677004,4.00E-05,7884012,10000004,5477995,-99984,-148
1012,4899984,-3.001E+16,34676996,-6.00E+11,7883986,10000007,5.478E+16,-9.9991E+15,-1.52E+16
1013,4900013,-3,34676985,1.2E+16,7883994,1E+16,5477989,-9.9996E+15,-16
1014,4951982,-3.004E+16,3.4677E+16,-11,7.88399E+15,1E+16,5477989,-100005,-1.63E+16
1015,4.95199E+16,-3.004E+16,3.4677E+16,-1.9E+16,7883991,9999999,5477972,-100004,-143
1016,4.95199E+16,-2997,34677,15,788401,10000007,5.47798E+16,-9.9991E+15,-168
1017,4952017,-3005,34676993,-2,7.88399E+15,1E+16,5.478E+16,-9.9999E+15,-16
1018,4952005,-3015,34676996,-14,7884,9999995,5477994,-9.9999E+15,-146
1019,4952005,-2.996E+16,34676997,1.00E-05,7884014,1E+16,5.47798E+16,-99997,-17
1020,4952,-3,34676998,-6.00E+11,7883991,9999993,5.47799E+15,-9999,-1.53E+16
1021,4951996,-2.989E+16,34676974,9.00E-05,7883999,1000001,5.478E+16,-100011,-172
1022,4.95199E+16,-2.994E+16,3.4677E+16,-2,7884016,9999993,5.47802E+16,-100004,-159
1023,4952023,-3003,34676998,-14,7883989,1E+16,547801,-9.9999E+15,-1.69E+16
1024,4951978,-2.994E+16,34676999,-14,7883997,1E+16,5477984,-99997,-1.78E+16
1025,4952002,-3.001E+16,34677005,-7.00E-05,7884005,1E+16,5.47799E+16,-9.9993E+15,-16
1026,4.95199E+16,-2.983E+16,34677005,-6.00E+11,7884012,9.99999E+15,5.478E+16,-9.9999E+15,-149
1027,4951979,-3003,34677009,4.00E-05,7883997,100.0,5478005,-100007,-165
1028,4952,-2.983E+16,3.4677E+16,11,7884014,10000015,5.469E+16,-100013,-164
1029,4.95199E+16,-3.001E+16,34676986,-3.00E+11,7.88399E+15,9999991,5468995,-100003,-149
1030,495201,-3.006E+16,34677006,9.00E-05,7883989,9999993,5.46897E+16,-9.9996E+15,-168
1031,4952019,-2.996E+16,34676993,-8.00E-05,7.88399E+15,1E+16,5468976,-100006,-141
1032,4952001,-2.991E+16,34676985,-14,7884007,10000012,546902,-99979,-159
1033,4951996,-3017,34677009,21,7884014,1E+16,5.469E+16,-99995,-156
1034,5036013,-2.996E+16,34676981,1.00E-05,7.88399E+15,1000001,5.469E+16,-99992,-16
1035,5036011,-2997,34676992,-5.00E-05,7883991,10000001,5.46898E+16,-1.00002E+16,-1.84E+16
1036,5.03598E+16,-2.994E+16,34676996,4.00E-05,7.884E+15,1E+16,5468996,-99997,-1.54E+16
1037,503601,-3005,34676991,-7.00E-05,7.884E+15,9.99999E+15,5.46899E+16,-9.9991E+15,-165
1038,5.036E+16,-2.996E+16,34676991,6.00E+11,7884009,10000017,5468999,-9.9994E+15,-1.71E+16
1039,5036003,-3015,34677005,1.2E+16,7884015,1E+16,5468994,-100003,-175
1040,5.24001E+16,-299,3.4677E+16,1.2E+16,7884013,10000018,5469,-1.0,-1.54E+16
1041,5239995,-2.989E+16,34677005,-1,7884,9999995,5.469E+15,-100001,-172
1042,5.24002E+16,-3015,34676999,9.00E-05,7883978,9999996,5469004,-100005,-158
1043,5240013,-2.993E+16,34676989,-3.00E+11,7.884E+15,10000016,5469002,-99998,-15
1044,5240005,-2997,34676993,4.00E-05,7.88399E+15,9999993,5468991,-100005,-165
1045,52.4,-2999,34677,-6.00E+11,788401,10000017,546901,-100005,-165
1046,5240013,-3.006E+16,3.4677E+16,4.00E-05,7884002,9.99999E+15,5468991,-100014,-165
1047,5.24001E+16,-2992,34676997,16,7884016,10000004,5469011,-1.0,-1.67E+16
1048,52.4,-3003,34677011,-2.4E+16,7883991,10000013,5468996,-100014,-168
1049,5239993,-3,34677008,1.9E+16,7883994,9999999,5468971,-99998,-1.67E+16
1050,5123987,-2.996E+16,34677008,-1,788401,10000021,5.469E+16,-99998,-165
1051,5123997,-2999,34676989,-1.00E-05,7883999,9999999,546899,-99985,-162
1052,5123988,-2.987E+16,34677017,-14,7884007,9999996,5468982,-100005,-176
1053,512401,-2998,34677006,-3.00E+11,7884014,10000005,5.46902E+16,-99997,-156
1054,5124008,-3003,34677013,2.00E-05,7884008,9999981,5469002,-100024,-148
1055,5124003,-3.004E+16,34676988,-32,7883999,10000005,5469005,-100005,-1.74E+16
1056,532801,-3.006E+16,34676981,7.00E-05,7884014,9.99999E+15,5469008,-100007,-1.71E+16
1057,532797,-2998,34676996,3.00E+11,7884008,100.0,5.469E+16,-100006,-135
1058,5328005,-2.994E+16,34676993,-8.00E-05,7884009,100.0,5469,-1.0,-1.52E+16
1059,5115981,-3.004E+16,3.4677E+16,15,7883999,1E+16,5469008,-9999,-1.53E+16
1060,5116002,-2.994E+16,34676998,-2.00E-05,7883972,9.99999E+15,5.46901E+16,-99989,-1.66E+16
1061,5116021,-2.991E+16,34677015,-9.00E-05,7884023,9999995,5.46899E+16,-100007,-1.71E+16
1062,5115998,-3017,34677005,-21,7884002,10000007,5469011,-10001,-1.77E+16
1063,5115988,-3021,34677001,-15,7883989,10000004,5469007,-1.00002E+16,-1.69E+16
1064,5115998,-2995,34676999,1.3E+16,7883997,9999996,5.46901E+16,-100001,-16
1065,5116,-3009,3467699,-9.00E-05,7883995,9.99999E+15,5468994,-9.9993E+15,-158
1066,5116004,-2999,34677,-8.00E-05,788399,1E+16,5469007,-9999,-158
1067,5115996,-2.996E+16,3.4677E+16,1.00E-05,7.88399E+15,1E+16,5468985,-99989,-161
1068,5115988,-3.019E+16,34677,-1.00E-05,7.884E+15,100.0,546901,-100005,-1.71E+16
1069,5115998,-3.014E+16,34676999,7.00E-05,7.884E+15,9999996,5469007,-100004,-156
1070,5115998,-3.002E+16,34712975,18,7884,9.99999E+15,5.46899E+16,-99998,-175
1071,5115994,-3.006E+16,34712984,11,7.88399E+15,100.0,5469,-99998,-133
1072,5115996,-3005,34712978,15,7883986,1E+16,5.469E+16,-100025,-151
1073,5.27202E+16,-3013,34713003,-4.00E-05,7.884E+15,9999988,5.469E+16,-1.00012E+16,-1.52E+16
1074,5272011,-3.016E+16,34712977,-16,7883978,9.99999E+15,5468996,-9.9983E+15,-159
1075,5272019,-3.004E+16,3471298,6.00E+11,7.884E+15,10000014,5469001,-100011,-159
1076,5272006,-301,34712995,4.00E-05,7883994,10000001,5.469E+16,-100001,-156
1077,5272,-301,34712986,8.00E-05,7883986,10000004,5468995,-100009,-158
1078,5272003,-2.996E+16,34712994,-21,788398,9999983,5.469E+16,-99995,-159
1079,5272,-301,34712981,11,7883991,9999987,5469005,-100001,-155
1080,5.27201E+16,-3.004E+16,34712985,9.00E-05,7883985,9999982,5468995,-100006,-1.54E+16
1081,5.27201E+15,-2.994E+16,3.4713E+16,-7.00E-05,7884016,9999984,5469011,-100006,-173
1082,5272008,-2992,34712997,-1.00E-05,7884,10000004,5.46901E+16,-9.9983E+15,-1.69E+16
1083,5.272E+16,-299,34712994,11,7884006,1E+16,5.469E+15,-100001,-159
1084,5272003,-2982,34712977,1.9E+16,7883997,1E+16,5.46899E+15,-9.9991E+15,-168
1085,5.15199E+16,-3.012E+16,34712992,16,7.88399E+15,1E+16,5.46899E+16,-9.9993E+15,-162
1086,5152008,-3,34712972,1,7883999,1E+16,5.46901E+16,-1.00018E+16,-16
1087,5152009,-3003,34713004,-22,7884002,10000001,5468976,-1.00002E+16,-156
1088,5.15201E+16,-2.989E+16,3471299,1.7E+16,7883989,100.0,5.46901E+16,-9.9991E+15,-144
1089,5151998,-3005,3.4713E+16,-2.00E-05,7884017,10000007,5.469E+16,-99992,-16
1090,5152008,-2.987E+16,34712991,5.00E-05,7883983,10000009,546901,-100005,-156
1091,5.15201E+16,-2.993E+16,34712996,-7.00E-05,7884,10000019,5469004,-9.9973E+15,-145
1092,5.15201E+16,-3013,34712996,-7.00E-05,7884009,10000001,5.46899E+16,-9999,-176
1093,5151996,-2.981E+16,3.4713E+16,-0.0,7884009,1E+16,5469005,-100001,-1.52E+16
1094,5152002,-3.026E+16,34712992,1.3E+16,7884013,1E+16,5468994,-100017,-16
1095,5152006,-2.987E+16,34712972,1.2E+16,7883984,100.0,5469001,-1.00002E+16,-148
1096,5152002,-2988,34712991,-2.00E-05,7884003,9999996,5469025,-99984,-175
1097,5.36401E+16,-2.993E+16,34712993,2.00E-05,7884017,10000009,5469007,-100009,-148
1098,5363992,-2984,34713003,8.00E-05,7884009,9999991,5468996,-9.9993E+15,-1.42E+16
1099,5.36398E+16,-3.008E+16,34713005,2,7883999,9.99999E+15,5468988,-100011,-143
1100,5363998,-3007,34712991,0.0,7884009,10000025,5.46899E+16,-9.9981E+15,-1.77E+16
1101,5.36401E+16,-2.991E+16,34713006,4.00E-05,7883999,1E+16,5468996,-9.9994E+15,-1.54E+16
1102,5363998,-2.977E+16,34712996,-2.00E-05,7884003,1000002,5.46899E+16,-100001,-161
1103,5364,-3007,3.4713E+16,-9.00E-05,7884005,10000004,5.469E+15,-99995,-1.67E+16
1104,5363998,-2.991E+16,34712989,18,7884009,9999993,5468996,-10001,-1.71E+16
1105,5363998,-2999,34713006,3.00E+11,7884005,9999986,546899,-100011,-1.53E+16
1106,5363994,-3005,34712995,4.00E-05,7884002,9.99999E+15,5468996,-99989,-159
1107,5.364E+16,-3011,34712997,1,7883991,9.99999E+15,5468999,-100009,-165
1108,5363994,-2982,34712979,4.00E-05,7884002,10000005,5468996,-10001,-158
1109,5239993,-2.991E+16,3.4713E+16,1.3E+16,7884015,9999999,5468999,-99997,-148
1110,5239987,-2997,34712982,11,7884028,9999999,5468994,-100001,-1.69E+16
1111,5239997,-2.981E+16,34712982,9.00E-05,7884019,10000005,546899,-100004,-16
1112,5239987,-2999,34712992,-11,7884016,1E+16,5468988,-100003,-16
1113,5239995,-3.016E+16,34712984,-7.00E-05,788401,10000007,5.46899E+16,-9.9988E+15,-165
1114,5240002,-3.008E+16,34712971,11,7.884E+15,9.99999E+15,5468996,-100003,-16
1115,5239996,-3.001E+16,34712979,5.00E-05,7884005,1E+16,546899,-9.9994E+15,-1.81E+16
1116,5239992,-3005,3.4713E+16,15,7884005,9.99999E+15,5468999,-9.9996E+15,-149
1117,5240003,-3009,34712991,2.00E-05,7883991,999998,546898,-100006,-1.67E+16
1118,5.31998E+16,-302,34712982,5.00E-05,788399,10000017,5468999,-100011,-1.53E+16
1119,53.2,-3017,34712975,6.00E+11,7884005,100.0,5.46901E+16,-100004,-157
1120,5320016,-3011,34712969,-8.00E-05,7.884E+15,9.99999E+15,5.46901E+15,-100003,-17
1121,5319993,-3.004E+16,34713002,1.3E+16,7884003,9999984,5469011,-99998,-161
1122,5319995,-3.002E+16,34713002,6.00E+11,7883981,100.0,5469013,-99992,-146
1123,5319992,-3007,34712985,2.6E+16,7883991,10000005,5468996,-99998,-176
1124,5.32E+16,-3.002E+16,34712986,18,7884007,10000005,5.46901E+16,-99989,-151
1125,5319995,-299,34712968,-1.7E+16,7884016,9999996,546901,-9.9991E+15,-1.63E+16
1126,5195978,-2997,34712973,1.00E-05,7884006,9999988,5468985,-99998,-1.66E+16
1127,5196009,-2974,34712985,-1.00E-05,7.884E+15,1E+16,5468991,-100003,-159
1128,5195997,-3.004E+16,3.4713E+16,-8.00E-05,7.88402E+15,100.0,5.46899E+16,-100005,-168
1129,519599,-2988,34712989,1.00E-05,7884017,10000005,5469001,-1.00002E+16,-164
1130,5196006,-3003,34712989,-5.00E-05,7.88399E+15,10000022,5468996,-100009,-151
1131,5195997,-2995,34713001,-0.0,7884004,100.0,546899,-100013,-172
1132,5195991,-3.019E+16,34712991,-1.00E-05,7.88399E+15,9999985,5.46899E+16,-100004,-1.67E+16
1133,5196001,-2992,3471298,2.00E-05,7.884E+15,10000004,5468985,-9.9999E+15,-1.54E+16
1134,5196002,-3013,34712981,-7.00E-05,7884013,9999985,5469,-100003,-168
1135,5.19599E+16,-3.012E+16,34712993,-4.00E-05,7883997,9999987,5469002,-99985,-1.53E+16
1136,4991983,-3003,34713001,-2.00E-05,7884002,9.99999E+15,5469002,-100001,-168
1137,4992006,-2978,34712996,-15,7883995,10000004,5469005,-100005,-1.71E+16
1138,4.992E+16,-3.002E+16,34712994,8.00E-05,7884003,1E+16,5469004,-100004,-1.52E+16
1139,4.992E+16,-3.006E+16,34712994,2.00E-05,7884012,9999968,5.46899E+16,-100017,-1.54E+16
1140,4.99202E+16,-2998,34712995,1.00E-05,7883989,10000009,5.46898E+16,-9.9988E+15,-9.00E-05
1141,4992002,-2992,34713001,3.00E+11,7884,9999987,5469004,-1.00008E+16,11
1142,4991983,-2997,34712986,1.00E-05,7.884E+15,10000004,5468999,-1.0,1.00E-05
1143,4992006,-3013,34712985,-2.00E-05,7883999,10000007,5.46898E+16,-100006,6.00E+11
1144,4991988,-2.993E+16,34712977,-7.00E-05,7.884E+15,9999996,546899,-100006,-5.00E-05
1145,4991993,-3.002E+16,34712997,4.00E-05,7.884E+15,1E+16,5469004,-9.9999E+15,4.00E-05
1146,5096002,-2992,3.4713E+16,1.00E-05,788399,9999995,5.469E+16,-100003,8.00E-05
1147,5.09602E+16,-2992,34712975,22,7.884E+15,9999987,5.46899E+15,-100014,2.00E-05
1148,5095984,-2999,34712996,-1.9E+16,7883989,9999996,5468999,-9.9991E+15,9.00E-05
1149,5095997,-2985,3.4713E+16,1,7.88399E+15,9999999,5468985,-1.0,-6.00E+11
1150,5095994,-2986,34712982,-0.0,788401,1E+16,5468991,-99992,-1.2E+16
1151,5.09599E+16,-2997,3471298,1.00E-05,7.88399E+15,1E+16,5468994,-100001,-8.00E-05
1152,5.096E+16,-299,34713002,14,7884002,100.0,5468982,-99995,1.3E+16
1153,5095997,-3,3471299,1.00E-05,788401,9999984,546901,-1.00012E+16,8.00E-05
1154,5096001,-3009,34713009,2.00E-05,7.884E+15,9999996,5.46902E+16,-99987,-1
1155,5096009,-3.004E+16,3.4713E+16,-1.2E+16,7884009,10000004,5468979,-1.0,1.2E+16
1156,5095983,-2985,34712993,1.3E+16,7.884E+15,10000009,5468999,-99989,-9.00E-05
1157,5095994,-2.991E+16,3.4713E+16,-1.00E-05,7883999,9999988,5468999,-100001,11
1158,5096004,-2985,34712984,3.00E+11,7.88399E+15,10000007,5.46901E+16,-100016,-2.00E-05
1159,5.09599E+16,-3007,34712978,6.00E+11,7884005,10000005,5468979,-99998,-2.00E-05
1160,5095988,-3,3.4713E+16,-2.00E-05,7.884E+15,1E+16,5468991,-9.9991E+15,-9.00E-05
1161,5095998,-3009,34712968,-1.00E-05,7883994,1E+16,5469004,-1.00002E+16,0.0
1162,5096007,-3.004E+16,34712986,3.00E+11,7884006,9999995,546899,-100015,-14
1163,5095989,-3013,34712979,1.2E+16,7884007,10000014,5.46899E+16,-9.9988E+15,-8.00E-05
1164,4892002,-3005,34712981,15,7884002,100.0,5.46899E+16,-100006,-6.00E+11
1165,4891988,-2.996E+16,34712975,-7.49999E+16,7883995,9999995,5.469E+16,-9999,1
1166,4891995,-2999,34712993,-7.49991E+15,7883989,1E+16,5468995,-1.00012E+16,-3.00E+11
1167,489201,-3.018E+16,34712998,-7.49996E+15,7884009,9999985,5468994,-9.9991E+15,-0.0
1168,4892005,-3.019E+16,34712994,-7.50004E+15,788401,100.0,5468994,-100014,-33
1169,4.89199E+16,-3,34713013,-7.50021E+15,7884025,9999991,5468991,-100023,-1.2E+16
1170,5067988,-3.019E+16,34713001,-750013,7.884E+15,10000004,5469007,-9.9986E+15,-9.00E-05
1171,5068016,-3005,34712992,-7.50001E+16,7.884E+15,1E+16,5.46899E+16,-100026,-1.2E+16
1172,5067994,-3005,34712989,-750013,7884,9999988,5.46899E+16,-99995,-9.00E-05
1173,506801,-3.008E+16,34712978,-750005,7883999,9999996,5.46899E+16,-100016,-16
1174,5067988,-3.002E+16,3471299,-749975,7883995,9999995,5.46901E+16,-99987,-5.00E-05
1175,5.068E+16,-2992,34712998,-7.50004E+15,7.88398E+15,9999999,5.46899E+15,-100023,-3.00E+11
1176,506799,-2.991E+16,34712982,-7.50008E+16,7883997,9999991,5.469E+16,-100009,-5.00E-05
1177,506801,-3013,3.4713E+16,-750007,7884008,10000004,5468991,-99995,4.00E-05
1178,5.068E+16,-2998,34712997,-75001,7884009,10000004,5.46901E+16,-100005,-11
1179,5067987,-2998,3471299,-7.50001E+16,7884,9.99999E+15,5469007,-100011,-2.00E-05
