1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1488,5.28799E+16,-982,3.4713E+16,-500016,7878013,1000001,5.4726E+16,-1.00008E+16,-9.6E+15,8.04299E+15,3315984,41516982,2972989,9.776E+15,2.47E+16,101847006,81631975,31207,39724989
1489,5.28799E+16,-101,3.4713E+16,-50001,7.87799E+15,1E+16,5472609,-1.0,-8.3E+15,8042997,3316015,41516995,2.973E+16,9.77602E+15,2469998,1.01847E+16,8.1632E+15,312062,39724972
1490,5287986,-9.94E+15,3.4713E+16,-499983,7.878E+15,9999991,5.4726E+16,-100001,-91,8043001,3315998,41516988,2.973E+16,9776013,2469986,1.01847E+16,81631963,31206,39724977
1491,5287989,-992,34712993,-4.99994E+16,7877991,100.0,5472586,-9.9991E+15,-78,804299,3315994,41517,2.97302E+16,9775995,2469997,101847002,81631964,312071,39724997
1492,5287989,-998,34712986,-499993,7.878E+15,9.99999E+15,5472595,-100009,-72,8042979,331599,41517009,2973003,977599,2469996,101846999,81631978,312065,39724973
1493,5.28801E+16,-1014,34712994,-500004,7878014,10000019,5472599,-100007,-74,8.04299E+15,3315994,4151699,2.973E+16,9775981,2470005,101846971,81631965,31206,3.717E+16
1494,5.28798E+16,-9.89E+15,34712989,-500001,7877979,1000001,5.4726E+15,-99998,-82,8043004,331601,41516999,2.97299E+16,977599,2469991,1.01847E+16,81631982,312066,371.7
1495,5287993,-1006,34713006,-50001,7878015,10000012,5472579,-1.0,-9.2E+15,8043003,3315983,41517012,2.97301E+16,9776012,2469988,101847,81631965,31204,3.717E+16
1496,5287995,-988,34712989,-4.99992E+16,7877999,1E+16,5472591,-100004,-72,8042999,3316018,4.1409E+16,2.973E+16,9775997,2469997,1.01847E+16,81631984,3.12061E+16,3.717E+16
1497,5.176E+16,-992,34712993,-499999,7877999,9999979,5472603,-100003,-88,8.04299E+15,3.31599E+16,41408974,2.97299E+16,9776002,2.47001E+16,101847007,80831978,312046,37169995
1498,5175995,-1022,34712992,-4.99997E+15,7878005,9999983,5.47259E+15,-9.9981E+15,-75,8043006,3315999,41408986,2972982,9775985,2469991,101847005,80831974,312049,37169992
1499,5175994,-984,3.4713E+16,-5.00003E+15,7.878E+15,10000007,547257,-99997,-7.6E+15,8042997,3.31601E+16,41408988,297301,9776008,2470007,101847008,8.0832E+15,312072,3.696E+16
1500,5175993,-101,34712995,-499999,7878007,9999982,5.47259E+16,-100001,-81,8043006,3315988,41408975,2973005,9775992,2470008,101847002,8.0832E+15,312058,38814986
1501,5176003,-1009,34712972,-499998,7878019,100.0,5.47259E+16,-9.9993E+15,-8.9E+15,8042995,3316002,41408984,2.973E+16,9776014,2.47002E+16,1.01847E+16,8.08319E+15,312066,38815
1502,5175999,-982,34712978,-5.00003E+15,7877995,9999984,5472585,-9.9988E+15,-85,8042989,3315998,4.1409E+16,297299,9.77602E+15,2469989,101847007,8.0832E+15,312065,3.8815E+16
1503,5.17598E+16,-995,3.4713E+16,-500001,7.87799E+15,10000017,5472603,-100007,-63,8043002,331599,41408996,2.97299E+16,9776,2469997,101846999,8.1648E+15,312067,3881499
1504,5175976,-1005,34712972,-500002,7878,9999995,5.47258E+16,-1.0,-6,8043009,3315997,41408964,2.973E+16,9775989,2469989,1.01847E+16,8.1648E+15,312067,3699499
1505,5176005,-9.94E+15,34712985,-499993,7878004,1E+16,5472594,-1.00002E+16,-7.7E+15,8043013,331599,4.1409E+16,2972999,9.77599E+15,2469995,1.01847E+16,81647965,312078,35175
1506,5176001,-1015,34712989,-499996,787799,10000009,5.4726E+16,-9.9994E+15,-74,8042997,3316,41408981,2973013,9775999,2.47001E+16,101847006,81647974,312067,35174983
1507,5176007,-1.003E+16,34712992,-500009,7877985,10000013,5472605,-9.9996E+15,-85,8042998,3.31599E+16,41408973,2972997,9775985,2470031,101847,81647972,31205,3.5175E+16
1508,5176021,-1008,3.4713E+16,-499995,7878,9999995,5472569,-100003,-7.1E+15,8042995,3316004,41408971,297298,9776014,247001,1.01847E+16,8164797,3.12044E+16,37449984
1509,5175994,-9.91E+15,34712975,-500001,787798,1000001,5.47259E+16,-100006,-7.6E+15,8043001,3315983,41408999,2.97301E+16,9776004,2469996,101847008,81647975,312045,374.5
1510,5175991,-998,34712984,-500007,7.87798E+15,1E+16,5472599,-9.9994E+15,-66,8043001,3315982,4140899,2973005,9.77599E+15,2470008,101846995,81647975,3.12041E+16,37449971
1511,517602,-1.002E+16,3471301,-500007,7.878E+15,1E+16,547259,-9.9991E+15,-73,8043001,3315987,41408975,2.97299E+16,9776005,2469993,101847002,8.2656E+15,312078,3.745E+16
1512,5247988,-995,34712985,-5.00006E+16,7.87799E+15,999999,5472605,-99984,-7.7E+15,8042997,3315988,4.1409E+16,2972993,9.77602E+15,2.47E+16,1.01847E+16,82655963,3.12076E+16,37449982
1513,5.24802E+16,-1.019E+16,34712994,-4.99994E+16,7878018,999999,5.47259E+16,-99989,-7.6E+15,8042995,3315998,41408974,2973017,9776,246999,101847007,8265597,312049,3919999
1514,5248004,-99,3.4713E+16,-4.99994E+16,7878002,9.99999E+15,5472606,-9.9993E+15,-85,8042985,3315997,41408988,2972993,9775984,2470009,101847002,82655976,312069,39200018
1515,5247988,-996,34713004,-499988,7878024,9.99999E+15,5472571,-9.9996E+15,-81,8042999,3.31601E+16,41408979,2.97301E+16,977598,2470006,1.01847E+16,8.2656E+15,312062,3.92E+16
1516,5247993,-1001,34712984,-500011,7878001,9999999,5472611,-9.9981E+15,-7.7E+15,8043007,331599,4.1409E+16,2.97301E+16,977602,2.46999E+16,101847011,81855973,312063,3.92E+16
1517,5.24801E+15,-99,34712992,-500014,7878001,10000007,5472605,-100004,-8,8043003,3316002,41408972,2.97299E+16,9775989,2469998,101846999,8.1856E+15,312074,39199993
1518,5.24799E+15,-101,34713017,-500009,787799,1E+16,5.47259E+16,-99992,-84,8043005,3315985,41408968,2.973E+16,9775997,2470008,101847001,81023998,312056,39199979
1519,5075992,-993,34712993,-499998,7877999,1E+16,5472579,-9.9996E+15,-85,8042996,3316026,41408972,2972989,9.77598E+15,2.47E+16,1.01847E+16,81024014,312056,3919999
1520,5.07601E+16,-993,34712986,-4.99997E+15,7878013,10000012,5472596,-9.9996E+15,-73,8042992,3315998,4140898,2973012,9775999,2469999,1.01847E+16,81023992,312067,36994993
1521,5075998,-999,34712996,-5.00008E+16,7878005,10000005,5.47261E+15,-9.9988E+15,-7.7E+15,8043003,3316,41408984,2.973E+16,9776004,2469986,101847009,8.1024E+15,31206,36995002
1522,5076003,-1008,3.4713E+16,-500001,7877999,9.99999E+15,5.47259E+16,-1.00008E+16,-65,8043006,3315998,41408997,2.97302E+16,9775995,2.47001E+16,10185001,81023985,312042,36994989
1523,5076,-9.89E+15,34713015,-500004,7878002,100.0,5.48338E+16,-99998,-67,8042996,3315985,4140898,2.97301E+16,9.77599E+15,247001,101850002,81023997,3.12057E+16,3.6995E+16
1524,5075998,-9.91E+15,34712986,-500007,7878009,10000001,5483404,-9999,-79,8042997,3315995,41408973,2972997,977601,2470009,101850008,81871975,312066,38780008
1525,5076001,-983,34712977,-499986,7.878E+15,9999993,5.48341E+15,-1.0,-1.02E+16,804299,3316015,4.1409E+16,2.97301E+16,9775992,246999,101849991,81871982,312052,3.878E+16
1526,5195986,-992,34712992,-499988,7878009,1E+16,5.48339E+15,-100011,-8.7E+15,8.04299E+15,3315984,4.1409E+16,2.973E+16,9776006,24.7,101849999,8.1872E+15,31205,38779975
1527,5196011,-1008,34712985,-500021,7878007,9999996,5483393,-99975,-9.6E+15,8042998,3316013,41408987,2972989,9776008,2469985,101849994,81007955,312056,3.6995E+16
1528,5195984,-987,34713004,-499999,7877999,9.99999E+15,5.4834E+16,-9.9993E+15,-7.6E+15,8042994,3316005,41408974,2972993,9775995,2.47001E+16,10184999,81007976,312047,35244998
1529,5196004,-9.91E+15,34712998,-5.0,7877985,9999984,5483404,-9.9996E+15,-81,8.04299E+15,3315983,4140899,2.973E+16,9776,2469997,101849997,80143968,312069,35244984
1530,5195994,-992,3471298,-5.0,7.878E+15,9999991,5483401,-9.9996E+15,-86,8043012,3315979,41408971,2.98799E+16,9775998,2.47E+16,1.0185E+16,80143985,312074,35244978
1531,4995986,-985,3.4713E+16,-499996,7.878E+15,9999999,5483413,-100006,-105,8042999,3315982,41408988,2.988E+16,9.77599E+15,2.46999E+16,101850003,80143995,3.12061E+16,3716999
1532,4995994,-999,34713,-499987,7878012,10000004,5.48339E+16,-1.0,-88,8043008,3305997,41408975,2987994,9775992,247001,1.0185E+16,80143971,3.12061E+16,3.717E+16
1533,4.996E+16,-996,34712977,-499991,7878002,9999996,5483399,-100009,-7,8042997,3305993,41408972,2.988E+16,9776,2470008,101849989,80143975,312052,3895498
1534,499602,-985,34712984,-499991,7878007,10000005,5.4834E+16,-100007,-9.7E+15,8043002,3.30598E+16,41408988,2.98799E+16,9776001,2469999,101850003,8.0144E+15,3.12064E+16,38954987
1535,4.996E+16,-1006,3.4713E+16,-4.99994E+16,7877995,1E+16,548339,-100001,-6.8E+15,8043,3306008,4.1409E+16,2.98799E+16,9775992,2470015,1.0185E+16,80143974,312058,38954986
1536,5195995,-992,3.4713E+16,-50001,787802,10000012,5483412,-100004,-8.3E+15,8042995,3305996,4.1409E+16,298799,9.77599E+15,2.47E+16,101850015,80143975,312067,3.8955E+16
1537,5.196E+16,-9.91E+15,34713006,-499977,7878,1E+16,5483401,-10001,-95,8042993,3305997,41408981,2987991,9776011,2470006,1.0185E+16,80143975,312059,37134985
1538,5195998,-999,3471299,-499991,7877996,100.0,5.4834E+16,-100009,-75,8042994,3.30599E+16,41408983,2.988E+16,9776012,246999,1.0185E+16,80960006,312047,3713498
1539,5195997,-1006,3471299,-500001,7878,9999995,5.48341E+15,-9.9993E+15,-8.9E+15,804301,3305997,4.1328E+16,2988,9775999,2469999,101849998,8095998,3.12061E+16,37134981
1540,5.196E+16,-1008,34712975,-500009,7878012,10000009,5483387,-100004,-88,8042996,3305989,4132797,2.98801E+16,9.776E+15,247002,101850004,80959987,312054,38954985
1541,5196005,-5006,3471299,-499987,7.87799E+15,10000025,5483401,-9999,-81,8042998,3305995,41327967,2987998,9775999,2.47E+16,101849989,80959993,312073,40844993
1542,5196002,-5004,34712981,-499996,7877991,9999991,5483416,-100004,-9.4E+15,804299,3305973,4132798,2.988E+16,9776,246999,1.0185E+16,80959968,3.12061E+16,40844976
1543,5196011,-5,3.4713E+16,-499983,7877995,1000001,548341,-100004,-78,8042989,3305993,41327976,2987991,9776003,2469997,101849996,80959998,31205,4084498
1544,5196011,-4987,3.4713E+16,-499991,7877999,9999983,5483412,-100005,-8.9E+15,8042993,3305992,41327987,2987991,977599,2.47E+16,101849995,80959992,312055,40844979
1545,5196002,-4989,34712986,-5.0,7.878E+15,10000005,5483395,-100003,-8,8042989,330601,41328013,2988011,9775997,2469989,101849992,80960001,312073,4.0845E+16
1546,4992002,-5018,34712997,-500001,7878004,10000004,5483401,-9.9996E+15,-6.9E+15,8043,3305999,41327969,2.98802E+16,9775997,247001,10184999,80111994,312062,40844978
1547,4.992E+16,-4986,34713,-4.99992E+16,7878004,10000007,5.4834E+16,-9.9993E+15,-9,8043,3306008,4132797,2987988,9775995,2469981,101849994,8011199,312593,4.0845E+16
1548,4991981,-502,34712994,-499983,7.87799E+15,10000016,5483385,-9.9993E+15,-72,8042998,3305993,4.1328E+16,2.98802E+16,9775994,2470001,1.0185E+16,80111987,312603,40844969
1549,499199,-4985,34712985,-500004,7.87799E+15,1E+16,5.48338E+16,-9.9996E+15,-7.6E+15,8043007,3320004,41327971,2988004,9775985,2469978,101849998,79295976,3.126E+16,38989976
1550,4992024,-5001,3471299,-499985,7877996,1E+16,5483393,-9.9993E+15,-72,8043008,3320012,41327972,2988017,9776005,2470008,101850004,7.9296E+15,312588,38989983
1551,4992002,-4994,34712984,-499989,7878004,9999985,5483399,-99989,-84,8.04299E+15,3320002,41327986,2988011,9775999,2469996,1.0185E+16,78479989,312582,38989963
1552,4991983,-5012,34712981,-499987,7877999,1000001,5.48339E+15,-1.00008E+16,-91,8043001,3319997,4.1328E+16,2.988E+16,9776004,2469995,1.0185E+16,7847998,3.12599E+16,3.899E+16
1553,4992011,-4994,3471299,-499989,7878021,10000007,5483407,-100003,-8,8042999,3320008,41327988,2987995,9775995,2.47E+16,1.0185E+16,78479987,312606,4.0775E+16
1554,4991993,-5.007E+16,3471299,-500011,7878005,1E+16,5.48339E+16,-9.9999E+15,-84,8043007,3320003,4132799,2988008,9775986,2469989,101850001,78479984,312595,40774989
1555,4.99199E+16,-5013,34712992,-500015,7878009,9999981,5.48338E+16,-1.00008E+16,-79,8.04302E+15,3319996,4132799,2.98799E+16,9776007,247002,101850002,78479986,3.12598E+16,38709996
1556,4992008,-4997,34712998,-499991,7.878E+15,9999981,5.48338E+16,-9.9991E+15,-74,8042985,3319997,4.1328E+16,2.988E+16,9.776E+15,2469986,10185002,7847997,3.12599E+16,38709987
1557,4992006,-501,34712998,-5.00006E+16,7878008,9999996,5.48341E+16,-1.00008E+16,-99,8.04299E+15,3319972,4.1328E+16,2987995,9775999,247002,101849996,78479988,312602,3870999
1558,4992018,-5.009E+16,34712997,-4.99994E+16,787801,100.0,5.48339E+15,-99977,-7.1E+15,804299,3319999,4.1328E+16,2987998,9775981,2470009,101849998,79200005,312588,38709999
1559,4991981,-4994,3.4713E+16,-5.00006E+16,7877999,1E+16,5483381,-9.9978E+15,-9,8042989,332002,4.1328E+16,298799,9776001,247001,101849996,79199996,31259,38709988
1560,499199,-5006,34712991,-4.99994E+16,7877996,100.0,5.4834E+16,-99992,-6.8E+15,8042996,3320004,41327976,2.988E+16,9775997,2470001,101850014,7.92E+15,3.12598E+16,40634975
1561,4.992E+16,-5011,34712989,-500022,7877999,10000007,5483396,-1.0,-8,8043011,3320005,41327988,2.98801E+16,9775986,2469996,101849997,79199994,312608,40634992
1562,5192011,-5018,34713,-500015,7878013,9999996,5483418,-100006,-8,8043005,3.32001E+16,4.1328E+16,2988004,9775998,2470024,101850011,79200003,312603,4.0635E+16
1563,5.19199E+16,-5012,34712992,-499982,7878004,1E+16,5483401,-9999,-73,8043007,3320021,41327986,2988001,9776001,2.47E+16,101850001,79200006,312608,4063498
1564,5192002,-4994,34713013,-499989,7877994,9.99999E+15,5.4834E+16,-99984,-78,8042999,3.32001E+16,41327969,2.98798E+16,9.77599E+15,2469987,101850002,79199975,31261,40634994
1565,5192004,-5003,34712992,-499989,7.87801E+15,9999999,5.4834E+16,-9.9986E+15,-65,8043019,3319999,41327981,2987983,9776007,2469997,101850001,79199996,3.126E+16,40634999
1566,5191986,-4994,34712994,-5.00006E+16,7878,1E+16,5.48339E+16,-100005,-59,8042992,3319995,41327974,2988008,9.776E+15,2470018,1.0185E+16,79200013,3.12611E+16,40634991
1567,4.968E+16,-4989,34712998,-500009,7877985,9.99999E+15,5483385,-100007,-7,8042994,331999,41327987,2.988E+16,9775997,2.47E+16,101849986,79199987,312615,38885
1568,4968006,-5,34712972,-5.0,7877991,9.99999E+15,5483381,-9999,-62,8043006,3.31999E+16,41327981,2.98799E+16,977602,2470006,1.0185E+16,7.92E+15,312601,38884983
1569,4.968E+16,-5002,34712992,-500007,7.87799E+15,9999993,5.4834E+16,-9.9988E+15,-82,8043005,3320015,41327984,2.988E+16,9776,2469996,10185001,79199994,3.12611E+16,3.703E+16
1570,4968,-4989,3.4713E+16,-499988,7.878E+15,9999991,5.48337E+16,-100004,-8.7E+15,8043019,3320008,4.1328E+16,2.98799E+16,9776005,2.47001E+16,101850001,78399968,312593,35279982
1571,4968009,-4.998E+16,34712981,-5.00003E+15,7877971,10000007,5.48341E+16,-99992,-99,8042994,3320002,41327975,2988004,9.776E+15,2470008,101850006,7.84E+15,3.12599E+16,3.528E+16
1572,4968006,-4993,34712997,-5.0,7878014,100.0,5483404,-9.9996E+15,-72,8043008,3320005,41327968,2.98799E+16,9775997,2479985,1.0185E+16,78399967,312594,3.528E+16
1573,4.968E+16,-5013,3.4713E+16,-500004,7878025,9999996,5.4834E+16,-100004,-79,8043005,3320006,41327981,2988011,9776007,2480003,101849992,7839999,3.12611E+16,37099995
1574,4.968E+16,-4.996E+16,34712984,-5.00003E+15,7878008,9.99999E+15,5483409,-1.00012E+16,-93,8043001,3320001,41327984,2988001,9776001,2480007,1.0185E+16,7839998,312597,37099997
1575,4967994,-4997,34712994,-499985,7878016,1E+16,548339,-10001,-8.7E+15,8043002,3.31999E+16,41327976,2988015,9775999,2479995,101849997,7.84E+15,312602,37099995
1576,4968,-4991,34712989,-500012,7875004,1E+16,5.48339E+16,-100007,-73,8043024,3.32001E+16,41327967,2987977,9775998,2480016,10184999,78399986,312601,37099977
1577,4967998,-5008,3.4713E+16,-499999,7.875E+15,1E+16,5.48339E+16,-9.9993E+15,-67,8042987,3320023,41327987,2.98801E+16,9.776E+15,2479995,101850002,78399992,312595,37099986
1578,4968009,-4.998E+16,3.4713E+16,-500021,7875016,10000001,5.48339E+15,-1.00002E+16,-74,8043011,3319993,41327974,2.988E+16,9776,2.48001E+16,101850004,7839998,312582,37099983
1579,4967993,-5.021E+16,3.4713E+16,-500001,7874979,9.99999E+15,5.4834E+16,-99997,-84,8.04299E+15,3.32001E+16,41327973,2.98799E+16,9.77599E+15,24.8,1.0185E+16,78399973,312595,3.71E+16
1580,4.968E+16,-5003,3.4713E+16,-500002,7.87501E+15,9999995,5.48339E+16,-9.9978E+15,-98,8043004,3319986,41327975,2.98799E+16,9775998,2.48003E+16,101850001,78399993,312602,37100003
1581,4968006,-4993,34712981,-4.99997E+15,7875005,1E+16,5483396,-100004,-9.2E+15,8043003,3319986,41327983,298799,9776004,2479999,101849994,78399983,312606,37099979
1582,4968002,-499,3.4713E+16,-499996,787497,1E+16,5.48342E+16,-1.0,-7.6E+15,8043005,3320006,4.1328E+16,2.98798E+16,9.776E+15,2480004,101849998,78399983,312605,37099986
1583,4968,-501,34712982,-500013,7.87499E+15,9999985,5483387,-99989,-72,8043001,3320008,41327986,2988001,9775994,2480013,101849994,78399983,312617,35279999
1584,4968006,-5002,3.4713E+16,-500009,7875026,9999999,5.4834E+16,-100017,-85,8.04298E+15,3319999,41327979,2.98799E+16,9776009,2.47998E+16,101850002,78399986,312617,3.528E+16
1585,5132011,-5002,3.4713E+16,-5.00008E+16,7875016,1E+16,5.4834E+16,-99984,-7.6E+15,8043002,33.2,41327974,298801,9775992,2479986,101850002,78399968,312603,3.3495E+16
1586,513201,-4994,3.4713E+16,-499981,7874993,10000001,5.48339E+16,-9.9994E+15,-84,8042985,3.31999E+16,41327985,2.98799E+16,9.77599E+15,2.47999E+16,101850006,78399969,312609,33494985
1587,5131991,-5006,34712977,-5.00008E+16,787501,10000014,5483405,-100006,-82,8043008,332001,4.1328E+16,2987998,9.77599E+15,2.47999E+16,1.0185E+16,7.84E+15,31259,33494984
1588,5131992,-4.998E+16,34712992,-4.99994E+16,7.875E+15,9999996,5.48341E+15,-99997,-72,8042992,3319979,41327986,2988005,9773998,2480009,1.0185E+16,78399985,312604,3.5385E+16
1589,5131989,-4995,34713,-500014,7875024,1E+16,5.4834E+16,-100014,-1.04E+16,8042984,3320001,4.1247E+16,2988,9774003,2.48001E+16,101850006,7.84E+15,312597,35384987
1590,5132008,-4999,3.4713E+16,-500007,7.87501E+15,10000018,5483404,-9.9986E+15,-7.1E+15,8043019,3319993,41246975,2.98801E+16,9773997,2479994,1.0185E+16,78399982,312055,3538496
1591,5.132E+16,-4997,3.4713E+16,-50002,7.875E+15,9.99999E+15,5483395,-100009,-67,8.04298E+15,3320012,4.1247E+16,2.98798E+16,9773993,2480007,101850006,7.84E+15,3.12041E+16,35385003
1592,492398,-4.976E+16,34712995,-499993,7875001,9999996,5483404,-100001,-7,8043008,3.32001E+16,41246996,2.988E+16,9773992,2479999,101849995,78399987,31205,37134996
1593,4924007,-5,34712997,-500002,7875022,10000005,5483401,-100006,-6.9E+15,8043007,3319979,41246975,2.98801E+16,9773982,2499997,101850008,78399986,312054,37134984
1594,4923989,-5014,34712984,-500001,7.87499E+15,10000005,548339,-1.0,-57,8043002,3.31999E+16,4.1247E+16,2988001,9774006,2499994,101850015,7.84E+15,312069,37134981
1595,4923997,-499,34712992,-5.00006E+16,7874983,1E+16,5483405,-1.00008E+16,-6.8E+15,8042984,3320015,4.1247E+16,2987984,9773987,2.49999E+16,101850014,7.84E+15,3.12081E+16,35279985
1596,492397,-5.007E+16,3471299,-499996,7874975,1E+16,5483404,-1.00012E+16,-86,8042994,3319988,4.1247E+16,2988008,977401,2.5E+16,1.0185E+16,77599985,312066,35279977
1597,4923989,-5012,34712982,-500002,7875004,1000001,5.48339E+16,-9.9996E+15,-78,8042987,3320004,41246963,2.988E+16,9774,2.5E+16,10184999,7759999,31206,35279994
1598,4923995,-4994,34713005,-500004,7.875E+15,10000013,5.4834E+16,-99995,-72,8043004,3319998,41246994,2.988E+16,9773996,2.50001E+16,1.0185E+16,77599963,312066,35280003
1599,4924001,-4991,34712979,-499999,7.875E+15,10000004,5483409,-9.9994E+15,-9,8043013,3319995,41246979,2.98799E+16,9773996,2500009,101849991,77599978,312047,352.8
1600,4923989,-5003,34713004,-499995,7874993,10000007,5.48338E+16,-9.9986E+15,-63,8042979,3319995,41246971,298051,9773991,2500001,10184999,77599977,312053,37029985
1601,492399,-5016,34712973,-499999,7.87501E+15,1E+16,5483401,-100004,-7.6E+15,8043001,3320004,41246987,2980497,9.77401E+15,2499981,1.0185E+16,7.76E+15,312071,37029985
1602,4924006,-4992,34712989,-5.00003E+15,7874982,1E+16,548341,-9999,-78,8043004,3320005,41246996,2.9805E+16,9773986,2500001,101849991,77599982,31205,37030002
1603,4923993,-5.009E+16,3471298,-500005,7.875E+15,10000013,5483395,-9998,-78,8.04299E+15,3.31999E+16,41246991,2.98049E+16,9773971,2500003,101849995,77599967,312062,37029982
1604,4.924E+16,-4989,34712972,-500002,7.875E+15,9.99999E+15,5.48339E+16,-99977,-93,8042999,3.32001E+16,41246985,2.98049E+16,9773996,2499994,101850001,77600001,312055,38884987
1605,5127998,-5.007E+16,34712992,-500004,7874991,10000022,5.4834E+16,-100015,-95,8.04299E+15,3320012,41246986,2980505,9774003,2499991,101850003,77599988,312055,40634982
1606,5128004,-5011,34712978,1.99998E+16,7.87499E+15,10000012,548341,-1.00002E+16,-64,8.04299E+15,3320002,41247003,2.9805E+16,9.774E+15,2500007,101849997,7.8416E+15,312068,40634971
1607,5128002,-4994,34712995,1999999,7874991,9999991,5.48339E+16,-100009,-8.3E+15,8042992,3319998,41246967,2980507,9773992,2499993,10185001,7.8416E+15,312058,4063499
1608,5127987,-5003,34712989,1999996,7875001,9999999,5483416,-99984,-6.9E+15,8043006,332001,4124699,2980508,9773991,2499996,101849999,78415978,312055,40634969
1609,5128001,-4.998E+16,3.4713E+16,2000014,7875012,100.0,5.48339E+16,-100007,-6.8E+15,8042984,3319998,41246995,2.98051E+16,9774005,2500006,101850002,78415982,312049,38849995
1610,4919997,-4.984E+16,3473098,1999986,7875,10000004,5.48339E+16,-100013,-7.7E+15,8042996,3320004,41246987,2980504,9774006,2499997,101849992,78415971,31206,36924975
1611,4919998,-5017,34730994,2000004,7875016,10000026,5.4834E+16,-99998,-6.9E+15,8.04302E+15,3320004,41246968,2980501,9773993,2499997,1.0185E+16,7841598,312069,36924969
1612,4.91999E+16,-5012,3.4731E+16,2000021,7875005,9999981,5483385,-9999,-9.6E+15,8043009,3319992,41246982,2980497,9773993,2499985,101850001,7841598,312059,36924985
1613,4919984,-5018,34730998,2000006,7874978,1E+16,5483399,-9.9988E+15,-88,8043005,3.32001E+16,4.1247E+16,2.9805E+16,9773985,2499991,1018.5,78415995,3.12064E+16,3.514E+16
1614,4920003,-4993,3.4731E+16,2000007,7875009,9999995,5.48339E+16,-10001,-9,8042999,3.31999E+16,41246974,298048,9774003,2499981,10184999,78415974,312048,35139983
1615,4.91997E+16,-4999,34730998,1999987,7.87499E+15,9999999,548339,-99995,-9.6E+15,8027985,3319981,41246971,2980514,9773997,2499997,1.0185E+16,77599989,312052,35139981
1616,49.2,-5016,34730989,1999994,7.87499E+15,10000004,5483399,-9.9993E+15,-84,8.028E+15,3320001,41246985,2980493,9774011,2499993,101849991,7759998,3.12061E+16,3.6925E+16
1617,4920006,-5.007E+16,34730985,2000013,7875001,10000001,5483404,-99982,-74,802799,3320005,41246975,2.98051E+16,9.77401E+15,2500005,101850008,77599983,312043,36924977
1618,4919982,-4997,3.4731E+16,200001,7875001,9999993,548339,-99995,-88,8.028E+15,3319979,41246972,2980504,9773998,2500019,101849986,77599967,312063,3.6925E+16
1619,491999,-4999,3473098,200001,7874996,10000017,5483384,-99984,-7,8.028E+15,3.32001E+16,41246986,2980487,9.774E+15,2500019,101849992,77599964,312046,36924972
1620,4919993,-5027,34730993,2000001,7874995,100.0,5483396,-100007,-81,8028,3320004,41246984,2980497,9773989,2499999,101850003,77599994,31207,38675002
1621,4.91999E+16,-5008,34730983,1999993,7874976,9999993,5483401,-9.9991E+15,-59,8027991,3320025,4124698,2980503,9773997,2499984,101850003,77599969,312048,38674995
1622,4920002,-5004,34730998,2000015,7874988,10000001,5483399,-100003,-79,8027991,33.2,4.1247E+16,2980508,9773982,2499993,101850009,77599962,312069,40495006
1623,4.92001E+16,-5012,34730989,1999992,7874993,9.99999E+15,5.48339E+16,-99992,-86,8027994,3319998,4.1247E+16,2.98048E+16,9774002,2500016,101849997,77599968,312056,40494988
1624,4919999,-5012,34730995,2E+16,7875,10000009,5.48339E+16,-9999,-8.7E+15,8.02798E+15,3319995,41247001,2980517,9774008,2500005,101849992,7.76E+15,3.12077E+16,4049498
1625,4919982,-5022,34730991,2E+16,7874987,1E+16,5.4942E+16,-1.0,-81,8028004,3306984,41246988,2.9805E+16,9774011,2499994,101850014,77599997,312051,40494986
1626,4920004,-501,34730975,2000004,787499,10000004,5.49421E+16,-9.9994E+15,-85,802798,3306992,4.1247E+16,2980507,9773976,249998,101849999,77599991,312066,40494973
1627,4919999,-5006,3.4731E+16,2000005,7874995,10000012,5.49421E+16,-100015,-8.7E+15,802799,3306987,4.1247E+16,2.98049E+16,9773994,2.50999E+16,101850001,7.76E+15,312063,4.228E+16
1628,4.91999E+16,-5003,34731,1999995,7875026,10000028,5.4942E+15,-9.9994E+15,-73,8027979,3.307E+16,41246991,2980495,9773984,2510015,101849999,77599988,31247,42280001
1629,4919996,-5003,3473099,2000003,7875012,9999975,5.4942E+15,-99998,-86,8027996,3.307E+16,41165991,2980514,9773987,2510006,101849994,77599965,312472,4.228E+16
1630,4920002,-4987,3.4731E+16,1999989,7874993,10000007,5494205,-99998,-75,8028007,3307014,41165992,29805,9774001,2.51003E+16,101849998,7.76E+15,312494,42280006
1631,4920009,-4987,34730981,2000005,7.875E+15,9999988,5494184,-9.9983E+15,-78,8.02799E+15,3307008,41165992,2980483,9773993,2509996,101849991,7.76E+15,3.12497E+16,4.228E+16
1632,4919997,-4997,34730986,1999996,7875005,1E+16,5.49418E+16,-99974,-84,8028012,3306994,41165967,298049,9.774E+15,2509992,101850005,7.76E+15,312494,40390001
1633,4919985,-4972,34730982,1999989,7874991,9.99999E+15,5.4942E+16,-9.9993E+15,-86,8027995,3306994,41165983,2.98049E+16,9.77402E+15,2509996,101850003,77599996,312473,40389983
1634,4920001,-1001,34730993,-749985,7874991,9999996,5494195,-99989,-98,802799,3306991,41165985,2.98051E+16,9773993,2510015,101852995,7.76E+15,3.12484E+16,38604977
1635,4920004,-997,34730998,-749989,7874993,10000013,5494203,-1.00002E+16,-74,8028013,3306991,41165985,2980508,9773987,25.1,101852998,77599978,3.12476E+16,3860497
